time,relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),evapotranspiration (mm),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_18cm (°C),is_day (),sunshine_duration (s),uv_index (),direct_radiation (W/m²),temperature_2m (°C),showers (mm),cloud_cover (%),weather_description
2024-11-12 00:00:00,91,24.5,32.2,0.0,1009.4,1006.5,0.01,0.3,1.5,104,4.7,30.0,0,0.0,0.0,0.0,26.1,0.0,100,Overcast
2024-11-12 01:00:00,93,24.4,32.0,0.0,1009.1,1006.2,0.01,0.23,0.0,270,3.2,29.9,0,0.0,0.0,0.0,25.7,0.0,100,Overcast
2024-11-12 02:00:00,94,24.4,31.8,0.0,1008.4,1005.5,-0.0,0.2,0.5,225,1.4,29.8,0,0.0,0.0,0.0,25.5,0.0,99,Overcast
2024-11-12 03:00:00,95,24.4,31.5,0.0,1008.6,1005.7,-0.0,0.16,1.0,225,2.2,29.7,0,0.0,0.0,0.0,25.3,0.0,98,Overcast
2024-11-12 04:00:00,97,24.4,31.2,0.0,1008.6,1005.7,-0.0,0.09,0.8,207,2.2,29.5,0,0.0,0.0,0.0,25.0,0.0,100,Fog
2024-11-12 05:00:00,98,24.4,30.9,0.0,1009.1,1006.2,-0.0,0.06,0.8,243,1.8,29.4,0,0.0,0.0,0.0,24.7,0.0,96,Fog
2024-11-12 06:00:00,99,24.5,31.0,0.0,1009.7,1006.8,-0.0,0.03,0.7,270,2.2,29.3,1,0.0,0.05,1.0,24.7,0.0,100,Fog
2024-11-12 07:00:00,91,24.5,32.3,0.0,1010.1,1007.2,0.04,0.3,1.6,117,2.9,29.2,1,3600.0,0.9,62.0,26.1,0.0,99,Overcast
2024-11-12 08:00:00,82,24.4,33.5,0.0,1010.8,1007.9,0.17,0.67,4.0,85,10.1,29.1,1,3600.0,2.0,225.0,27.8,0.0,100,Overcast
2024-11-12 09:00:00,75,24.4,34.8,0.0,1010.8,1008.0,0.26,1.02,5.7,72,14.4,29.1,1,3600.0,2.3,268.0,29.3,0.0,100,Overcast
2024-11-12 10:00:00,65,23.6,36.7,0.0,1010.7,1007.9,0.36,1.57,7.1,66,17.3,29.2,1,3600.0,3.45,401.0,31.0,0.0,100,Overcast
2024-11-12 11:00:00,58,22.8,37.8,0.1,1009.8,1007.0,0.42,2.0,6.8,58,17.6,29.3,1,3600.0,6.7,449.0,32.1,0.1,100,Overcast
2024-11-12 12:00:00,57,22.7,37.2,0.0,1008.9,1006.1,0.42,2.07,8.0,36,19.8,29.6,1,3600.0,8.4,382.0,32.3,0.0,100,Overcast
2024-11-12 13:00:00,63,23.8,36.6,0.1,1007.7,1004.9,0.39,1.73,11.8,23,25.2,29.8,1,3600.0,8.3,261.0,31.8,0.1,100,Overcast
2024-11-12 14:00:00,70,24.4,35.3,1.4,1007.1,1004.3,0.35,1.31,10.7,20,26.6,30.0,1,2154.09,5.9,114.0,30.5,1.4,100,Thunderstorm: Slight or moderate
2024-11-12 15:00:00,69,24.2,35.5,0.2,1006.6,1003.8,0.29,1.36,8.7,17,23.8,30.2,1,3025.51,3.35,116.0,30.6,0.2,100,Overcast
2024-11-12 16:00:00,71,24.2,35.2,0.4,1007.0,1004.2,0.23,1.23,7.3,20,20.2,30.4,1,2666.96,2.3,79.0,30.1,0.4,100,Rain showers: Slight
2024-11-12 17:00:00,72,23.8,34.4,0.3,1007.4,1004.6,0.15,1.14,6.6,29,17.3,30.5,1,748.12,1.0,26.0,29.4,0.3,100,Rain showers: Slight
2024-11-12 18:00:00,75,23.8,34.1,0.3,1008.2,1005.4,0.08,0.98,4.1,38,14.8,30.6,0,0.0,0.2,1.0,28.7,0.3,100,Rain showers: Slight
2024-11-12 19:00:00,80,24.3,34.0,0.7,1008.8,1005.9,0.04,0.76,2.7,67,9.4,30.6,0,0.0,0.0,0.0,28.1,0.7,100,Rain showers: Slight
2024-11-12 20:00:00,82,24.4,33.7,0.1,1009.4,1006.5,0.03,0.67,2.2,90,5.8,30.5,0,0.0,0.0,0.0,27.7,0.1,93,Overcast
2024-11-12 21:00:00,84,24.5,33.5,0.0,1010.0,1007.1,0.02,0.58,1.8,127,4.3,30.5,0,0.0,0.0,0.0,27.4,0.0,45,Partly cloudy
2024-11-12 22:00:00,87,24.7,33.3,0.0,1009.7,1006.8,0.01,0.46,1.9,158,4.0,30.4,0,0.0,0.0,0.0,27.1,0.0,45,Partly cloudy
2024-11-12 23:00:00,89,24.7,33.0,0.0,1009.4,1006.5,0.01,0.39,2.2,180,4.3,30.3,0,0.0,0.0,0.0,26.7,0.0,91,Overcast
2024-11-13 00:00:00,90,24.7,32.8,0.0,1008.7,1005.8,0.01,0.35,1.5,194,4.0,30.2,0,0.0,0.0,0.0,26.5,0.0,100,Overcast
2024-11-13 01:00:00,91,24.4,32.0,0.0,1008.6,1005.7,0.01,0.3,2.2,171,3.2,30.0,0,0.0,0.0,0.0,26.0,0.0,100,Overcast
2024-11-13 02:00:00,92,24.4,31.8,0.0,1007.8,1004.9,0.01,0.26,2.2,171,4.3,29.9,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
2024-11-13 03:00:00,93,24.3,31.7,0.0,1007.4,1004.5,0.01,0.23,1.5,166,4.3,29.8,0,0.0,0.0,0.0,25.6,0.0,100,Overcast
2024-11-13 04:00:00,93,24.2,31.4,0.0,1007.5,1004.6,-0.0,0.23,1.6,153,3.2,29.7,0,0.0,0.0,0.0,25.4,0.0,100,Overcast
2024-11-13 05:00:00,93,24.1,31.2,0.0,1008.3,1005.4,-0.0,0.23,1.5,135,3.2,29.5,0,0.0,0.0,0.0,25.3,0.0,64,Partly cloudy
2024-11-13 06:00:00,93,24.1,31.2,0.0,1009.1,1006.2,-0.0,0.23,1.8,143,3.6,29.4,1,0.0,0.1,5.0,25.3,0.0,64,Partly cloudy
2024-11-13 07:00:00,88,24.4,32.5,0.0,1009.7,1006.8,0.04,0.42,2.9,120,6.1,29.3,1,3600.0,1.1,120.0,26.6,0.0,23,Mainly clear
2024-11-13 08:00:00,79,24.4,34.0,0.0,1010.2,1007.3,0.16,0.81,5.1,98,13.0,29.2,1,3600.0,3.1,337.0,28.4,0.0,36,Mainly clear
2024-11-13 09:00:00,70,24.1,35.8,0.0,1009.8,1007.0,0.3,1.29,7.9,87,18.7,29.2,1,3600.0,5.35,489.0,30.2,0.0,51,Partly cloudy
2024-11-13 10:00:00,59,22.9,37.0,0.0,1009.5,1006.7,0.39,1.93,9.8,82,22.7,29.3,1,3600.0,7.4,531.0,31.9,0.0,56,Partly cloudy
2024-11-13 11:00:00,54,22.4,37.9,0.0,1008.6,1005.8,0.43,2.31,10.3,78,23.4,29.5,1,3600.0,8.8,562.0,33.0,0.0,63,Partly cloudy
2024-11-13 12:00:00,52,22.2,38.0,0.1,1007.7,1004.9,0.45,2.47,11.2,57,25.2,29.8,1,3600.0,9.35,524.0,33.4,0.1,87,Overcast
2024-11-13 13:00:00,54,23.2,38.3,0.1,1007.2,1004.4,0.44,2.42,13.8,41,28.1,30.1,1,3600.0,7.35,462.0,33.8,0.1,67,Partly cloudy
2024-11-13 14:00:00,65,24.7,37.1,0.7,1006.5,1003.7,0.4,1.67,14.5,30,32.8,30.4,1,3600.0,5.0,451.0,32.1,0.7,100,Rain showers: Slight
2024-11-13 15:00:00,62,24.0,36.4,0.2,1005.9,1003.1,0.32,1.82,12.4,36,31.3,30.7,1,3600.0,3.85,336.0,32.2,0.2,70,Rain showers: Slight
2024-11-13 16:00:00,64,23.9,35.9,0.1,1006.2,1003.4,0.27,1.67,11.5,49,28.1,30.9,1,3600.0,2.6,262.0,31.6,0.1,77,Partly cloudy
2024-11-13 17:00:00,68,23.7,34.7,0.2,1007.0,1004.2,0.16,1.38,9.7,51,26.6,31.1,1,3600.0,1.05,79.0,30.3,0.2,100,Rain showers: Slight
2024-11-13 18:00:00,74,23.9,34.0,0.2,1008.1,1005.3,0.09,1.04,6.4,63,22.7,31.1,0,0.0,0.2,3.0,29.0,0.2,100,Overcast
2024-11-13 19:00:00,76,24.0,34.2,0.2,1008.6,1005.8,0.05,0.94,3.6,84,16.6,31.2,0,0.0,0.0,0.0,28.6,0.2,100,Rain showers: Slight
2024-11-13 20:00:00,79,24.3,34.2,0.0,1009.5,1006.6,0.03,0.81,2.5,98,8.6,31.1,0,0.0,0.0,0.0,28.3,0.0,100,Overcast
2024-11-13 21:00:00,81,24.4,34.0,0.0,1009.9,1007.0,0.02,0.72,2.4,117,5.4,31.0,0,0.0,0.0,0.0,28.0,0.0,100,Overcast
2024-11-13 22:00:00,83,24.6,33.8,0.0,1010.1,1007.2,0.02,0.63,2.3,108,4.3,31.0,0,0.0,0.0,0.0,27.7,0.0,100,Overcast
2024-11-13 23:00:00,85,24.6,33.5,0.0,1009.7,1006.8,0.01,0.55,2.3,129,4.3,30.8,0,0.0,0.0,0.0,27.4,0.0,100,Overcast
2024-11-14 00:00:00,86,24.5,33.2,0.0,1008.8,1005.9,0.01,0.5,2.1,149,4.3,30.7,0,0.0,0.0,0.0,27.1,0.0,100,Overcast
2024-11-14 01:00:00,87,24.3,32.6,0.0,1008.6,1005.7,0.01,0.45,2.5,180,4.0,30.6,0,0.0,0.0,0.0,26.7,0.0,100,Overcast
2024-11-14 02:00:00,88,24.3,32.4,0.0,1007.8,1004.9,0.01,0.41,2.2,180,5.0,30.4,0,0.0,0.0,0.0,26.4,0.0,100,Overcast
2024-11-14 03:00:00,89,24.2,32.1,0.0,1007.8,1004.9,0.01,0.37,1.8,180,4.7,30.3,0,0.0,0.0,0.0,26.2,0.0,100,Overcast
2024-11-14 04:00:00,90,24.2,31.9,0.0,1007.9,1005.0,0.01,0.34,1.8,169,4.0,30.2,0,0.0,0.0,0.0,26.0,0.0,100,Overcast
2024-11-14 05:00:00,90,24.0,31.7,0.0,1008.8,1005.9,0.01,0.33,1.6,153,4.0,30.0,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
2024-11-14 06:00:00,91,24.2,31.7,0.0,1009.3,1006.4,0.01,0.3,1.6,153,3.6,29.9,1,0.0,0.1,1.0,25.8,0.0,100,Overcast
2024-11-14 07:00:00,87,24.5,33.0,0.0,1009.8,1006.9,0.03,0.46,2.1,149,4.7,29.7,1,3400.06,1.1,43.0,26.9,0.0,17,Overcast
2024-11-14 08:00:00,78,24.3,34.3,0.0,1010.4,1007.5,0.15,0.86,3.6,96,9.7,29.7,1,3600.0,3.1,300.0,28.6,0.0,43,Mainly clear
2024-11-14 09:00:00,69,23.9,35.8,0.0,1010.3,1007.5,0.27,1.33,5.8,94,14.4,29.7,1,3600.0,5.35,441.0,30.2,0.0,49,Partly cloudy
2024-11-14 10:00:00,60,23.0,37.2,0.0,1009.8,1007.0,0.35,1.87,7.2,90,17.6,29.8,1,3600.0,7.35,505.0,31.7,0.0,55,Partly cloudy
2024-11-14 11:00:00,55,22.6,38.2,0.0,1009.0,1006.2,0.4,2.24,8.4,70,23.4,30.0,1,3600.0,8.75,552.0,32.8,0.0,69,Partly cloudy
2024-11-14 12:00:00,55,22.9,38.6,0.1,1008.5,1005.7,0.42,2.28,9.2,51,24.5,30.3,1,3600.0,9.35,512.0,33.2,0.0,100,Overcast
2024-11-14 13:00:00,59,24.0,38.6,0.0,1007.4,1004.6,0.41,2.07,12.6,27,28.1,30.6,1,3600.0,9.0,406.0,33.1,0.0,100,Overcast
2024-11-14 14:00:00,66,24.6,36.7,1.3,1007.0,1004.2,0.37,1.59,11.9,14,29.9,30.9,1,3600.0,7.8,290.0,31.8,1.3,100,Thunderstorm: Slight or moderate
2024-11-14 15:00:00,62,23.8,36.5,0.2,1006.2,1003.4,0.3,1.8,9.7,15,27.0,31.1,1,3600.0,5.9,229.0,32.0,0.2,81,Overcast
2024-11-14 16:00:00,64,23.9,36.3,0.1,1006.7,1003.9,0.25,1.66,8.6,22,25.2,31.3,1,3600.0,3.45,202.0,31.5,0.1,73,Partly cloudy
2024-11-14 17:00:00,65,23.4,35.5,0.1,1007.2,1004.4,0.16,1.54,6.5,19,24.8,31.5,1,3600.0,1.1,62.0,30.7,0.1,100,Overcast
2024-11-14 18:00:00,67,23.4,35.5,0.0,1008.1,1005.3,0.08,1.42,3.1,45,20.9,31.5,0,0.0,0.15,2.0,30.2,0.0,100,Overcast
2024-11-14 19:00:00,73,23.8,34.7,0.1,1008.7,1005.9,0.04,1.09,2.9,210,15.1,31.6,0,0.0,0.0,0.0,29.2,0.1,73,Overcast
2024-11-14 20:00:00,77,24.0,33.9,0.0,1009.5,1006.6,0.04,0.89,4.8,207,15.8,31.5,0,0.0,0.0,0.0,28.5,0.0,41,Mainly clear
2024-11-14 21:00:00,81,24.1,33.2,0.0,1010.2,1007.3,0.04,0.7,4.6,198,10.8,31.4,0,0.0,0.0,0.0,27.7,0.0,37,Mainly clear
2024-11-14 22:00:00,85,24.4,33.1,0.0,1010.2,1007.3,0.03,0.54,3.1,201,9.7,31.3,0,0.0,0.0,0.0,27.2,0.0,28,Mainly clear
2024-11-14 23:00:00,86,24.4,33.0,0.0,1010.2,1007.3,0.02,0.5,1.8,217,6.5,31.2,0,0.0,0.0,0.0,26.9,0.0,18,Mainly clear
2024-11-15 00:00:00,87,24.3,32.7,0.0,1009.4,1006.5,0.01,0.45,1.5,225,3.6,31.0,0,0.0,0.0,0.0,26.6,0.0,19,Mainly clear
2024-11-15 01:00:00,87,24.1,32.2,0.0,1009.2,1006.3,0.01,0.45,2.1,211,3.2,30.9,0,0.0,0.0,0.0,26.4,0.0,11,Mainly clear
2024-11-15 02:00:00,88,24.0,32.0,0.0,1008.5,1005.6,0.01,0.41,1.6,207,4.0,30.7,0,0.0,0.0,0.0,26.2,0.0,11,Mainly clear
2024-11-15 03:00:00,89,24.0,31.9,0.0,1008.4,1005.5,0.01,0.37,1.3,214,2.9,30.5,0,0.0,0.0,0.0,26.0,0.0,13,Mainly clear
2024-11-15 04:00:00,90,23.9,31.6,0.0,1008.6,1005.7,-0.0,0.33,1.1,198,2.5,30.4,0,0.0,0.0,0.0,25.7,0.0,15,Mainly clear
2024-11-15 05:00:00,91,23.9,31.4,0.0,1009.3,1006.4,-0.0,0.29,1.5,194,2.9,30.2,0,0.0,0.0,0.0,25.5,0.0,28,Mainly clear
2024-11-15 06:00:00,91,23.9,31.4,0.0,1009.8,1006.9,-0.0,0.29,1.5,194,3.2,30.0,1,1.56,0.1,6.0,25.5,0.0,47,Partly cloudy
2024-11-15 07:00:00,85,24.3,33.0,0.0,1010.1,1007.2,0.04,0.54,2.2,171,5.4,29.9,1,3600.0,1.1,123.0,27.1,0.0,48,Partly cloudy
2024-11-15 08:00:00,74,24.0,35.0,0.0,1010.7,1007.8,0.16,1.05,1.6,153,6.8,29.8,1,3600.0,3.1,326.0,29.2,0.0,84,Overcast
2024-11-15 09:00:00,66,23.6,36.4,0.0,1010.3,1007.5,0.29,1.5,4.3,95,11.9,29.8,1,3600.0,5.3,451.0,30.7,0.0,80,Partly cloudy
2024-11-15 10:00:00,59,23.1,38.0,0.0,1009.8,1007.0,0.36,1.96,6.2,83,15.8,29.9,1,3600.0,7.3,521.0,32.2,0.0,67,Partly cloudy
2024-11-15 11:00:00,54,22.8,39.5,0.0,1009.0,1006.2,0.45,2.36,7.8,68,19.4,30.1,1,3600.0,8.7,640.0,33.4,0.0,76,Partly cloudy
2024-11-15 12:00:00,54,23.2,39.7,0.0,1008.2,1005.4,0.46,2.41,9.7,59,23.0,30.4,1,3600.0,8.95,600.0,33.8,0.0,86,Overcast
2024-11-15 13:00:00,55,23.1,39.0,0.0,1007.8,1005.0,0.42,2.31,7.6,19,24.1,30.7,1,3600.0,7.5,477.0,33.4,0.0,74,Partly cloudy
2024-11-15 14:00:00,59,23.7,37.8,0.1,1006.8,1004.0,0.39,2.03,9.1,9,21.6,31.1,1,3600.0,4.15,402.0,32.7,0.1,74,Partly cloudy
2024-11-15 15:00:00,63,24.0,37.0,0.3,1006.6,1003.8,0.31,1.75,7.4,14,22.3,31.3,1,3600.0,2.6,242.0,32.0,0.3,100,Rain showers: Slight
2024-11-15 16:00:00,62,23.5,36.5,0.0,1006.2,1003.4,0.25,1.77,6.2,21,18.4,31.5,1,3600.0,1.85,115.0,31.7,0.0,100,Overcast
2024-11-15 17:00:00,63,23.3,36.4,0.0,1006.6,1003.8,0.15,1.68,2.5,8,15.8,31.7,1,438.8,1.0,23.0,31.2,0.0,100,Overcast
2024-11-15 18:00:00,67,23.3,35.4,0.1,1007.4,1004.6,0.08,1.41,2.8,230,6.8,31.8,0,0.0,0.15,1.0,30.1,0.0,100,Overcast
2024-11-15 19:00:00,79,24.9,35.0,0.1,1007.9,1005.1,0.06,0.84,4.0,185,14.0,31.6,0,0.0,0.0,0.0,28.9,0.1,100,Overcast
2024-11-15 20:00:00,83,25.0,34.2,0.0,1008.9,1006.0,0.04,0.65,4.7,189,14.4,31.5,0,0.0,0.0,0.0,28.2,0.0,100,Overcast
2024-11-15 21:00:00,86,25.0,33.7,0.2,1009.2,1006.3,0.04,0.52,4.1,195,12.2,31.4,0,0.0,0.0,0.0,27.6,0.2,100,Rain showers: Slight
2024-11-15 22:00:00,86,24.8,33.5,0.0,1009.6,1006.7,0.03,0.51,3.1,216,9.0,31.3,0,0.0,0.0,0.0,27.4,0.0,100,Overcast
2024-11-15 23:00:00,85,24.4,33.1,0.0,1009.3,1006.4,0.02,0.54,3.1,225,6.8,31.2,0,0.0,0.0,0.0,27.2,0.0,100,Overcast
2024-11-16 00:00:00,86,24.1,32.2,0.2,1008.7,1005.8,0.03,0.49,4.0,207,8.6,31.0,0,0.0,0.0,0.0,26.6,0.2,100,Rain showers: Slight
2024-11-16 01:00:00,87,24.1,32.0,0.2,1008.2,1005.3,0.03,0.45,3.6,217,10.1,30.9,0,0.0,0.0,0.0,26.4,0.2,100,Overcast
2024-11-16 02:00:00,87,23.8,31.5,0.0,1007.2,1004.3,0.03,0.44,4.0,207,9.4,30.7,0,0.0,0.0,0.0,26.1,0.0,100,Overcast
2024-11-16 03:00:00,87,23.6,31.3,0.0,1007.0,1004.1,0.02,0.43,2.7,203,8.6,30.5,0,0.0,0.0,0.0,25.9,0.0,100,Overcast
2024-11-16 04:00:00,88,23.7,31.5,0.0,1006.8,1003.9,0.02,0.4,1.8,191,5.8,30.4,0,0.0,0.0,0.0,25.9,0.0,100,Overcast
2024-11-16 05:00:00,88,23.7,31.5,0.0,1007.7,1004.8,0.01,0.4,1.6,207,4.0,30.2,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
2024-11-16 06:00:00,88,23.7,31.6,0.0,1008.3,1005.4,0.01,0.4,1.0,225,2.9,30.0,1,0.0,0.1,0.0,25.9,0.0,100,Overcast
2024-11-16 07:00:00,89,24.9,33.4,0.0,1009.0,1006.1,0.04,0.39,1.3,214,2.5,29.9,1,0.0,1.0,12.0,26.9,0.0,90,Overcast
2024-11-16 08:00:00,78,24.5,35.0,0.0,1009.4,1006.5,0.16,0.87,1.3,236,5.4,29.8,1,3600.0,3.0,225.0,28.8,0.0,92,Overcast
2024-11-16 09:00:00,70,24.2,36.4,0.0,1009.3,1006.5,0.3,1.29,1.3,304,5.8,29.8,1,3600.0,5.3,345.0,30.3,0.0,91,Overcast
2024-11-16 10:00:00,67,24.4,37.9,0.1,1009.0,1006.2,0.38,1.5,2.6,304,10.1,29.9,1,3600.0,7.35,419.0,31.2,0.1,71,Partly cloudy
2024-11-16 11:00:00,65,24.7,39.5,0.0,1008.5,1005.7,0.46,1.67,4.6,321,12.6,30.1,1,3600.0,8.75,459.0,32.1,0.0,100,Overcast
2024-11-16 12:00:00,65,25.1,39.2,0.1,1007.8,1005.0,0.45,1.71,8.0,342,18.7,30.3,1,3600.0,9.3,387.0,32.5,0.1,100,Overcast
2024-11-16 13:00:00,70,25.1,36.4,3.8,1006.8,1004.0,0.44,1.37,11.3,353,23.4,30.7,1,2973.24,8.75,151.0,31.3,3.8,100,Thunderstorm with slight hail
2024-11-16 14:00:00,73,25.0,35.7,2.4,1006.1,1003.3,0.39,1.17,10.2,350,25.9,30.9,1,1397.71,7.25,92.0,30.4,2.4,100,Thunderstorm with slight hail
2024-11-16 15:00:00,74,24.9,35.4,1.5,1005.9,1003.1,0.29,1.1,8.4,350,22.7,31.0,1,0.0,5.9,43.0,30.0,1.5,100,Thunderstorm: Slight or moderate
2024-11-16 16:00:00,75,24.7,35.3,1.1,1005.9,1003.1,0.19,1.04,6.1,3,18.0,31.1,1,0.0,3.65,2.0,29.6,1.1,100,Thunderstorm: Slight or moderate
2024-11-16 17:00:00,76,24.5,34.8,0.6,1006.4,1003.6,0.14,0.97,5.8,4,14.0,31.1,1,0.0,1.55,0.0,29.2,0.6,100,Rain showers: Slight
2024-11-16 18:00:00,79,24.5,34.5,0.5,1006.8,1004.0,0.08,0.82,3.1,21,13.0,31.1,0,0.0,0.2,0.0,28.5,0.5,100,Rain showers: Slight
2024-11-16 19:00:00,86,24.9,33.9,0.1,1007.7,1004.8,0.03,0.51,1.3,146,7.2,31.0,0,0.0,0.0,0.0,27.4,0.1,100,Overcast
2024-11-16 20:00:00,87,25.0,33.7,0.2,1008.1,1005.2,0.03,0.47,2.2,171,9.0,30.9,0,0.0,0.0,0.0,27.3,0.2,100,Rain showers: Slight
2024-11-16 21:00:00,89,25.1,33.6,0.6,1008.8,1005.9,0.03,0.39,1.4,180,9.7,30.7,0,0.0,0.0,0.0,27.1,0.6,100,Rain showers: Slight
2024-11-16 22:00:00,90,25.2,33.6,0.0,1008.6,1005.7,0.02,0.36,1.1,198,3.6,30.6,0,0.0,0.0,0.0,27.0,0.0,100,Overcast
2024-11-16 23:00:00,91,25.2,33.5,0.0,1008.5,1005.6,0.01,0.32,1.5,256,2.9,30.5,0,0.0,0.0,0.0,26.8,0.0,100,Overcast
2024-11-17 00:00:00,93,25.3,33.3,0.0,1007.7,1004.8,0.01,0.24,1.8,270,3.6,30.3,0,0.0,0.0,0.0,26.6,0.0,92,Overcast
2024-11-17 01:00:00,94,25.1,32.7,0.0,1007.7,1004.8,0.01,0.2,1.5,225,3.6,30.2,0,0.0,0.0,0.0,26.1,0.0,58,Overcast
2024-11-17 02:00:00,94,25.0,32.5,0.0,1006.9,1004.0,0.01,0.2,1.3,214,3.6,30.0,0,0.0,0.0,0.0,26.0,0.0,68,Fog
2024-11-17 03:00:00,94,24.9,32.3,0.0,1006.7,1003.8,0.01,0.2,1.5,225,3.6,29.9,0,0.0,0.0,0.0,25.9,0.0,96,Fog
2024-11-17 04:00:00,95,25.0,32.4,0.0,1006.8,1003.9,0.01,0.17,1.3,236,3.2,29.8,0,0.0,0.0,0.0,25.9,0.0,100,Fog
2024-11-17 05:00:00,95,24.9,32.3,0.0,1007.2,1004.3,0.01,0.17,1.1,252,2.5,29.6,0,0.0,0.0,0.0,25.8,0.0,100,Overcast
2024-11-17 06:00:00,96,25.1,32.4,0.0,1008.0,1005.1,-0.0,0.13,0.7,270,2.2,29.5,1,0.0,0.1,0.0,25.8,0.0,100,Fog
2024-11-17 07:00:00,91,25.0,33.2,0.0,1008.4,1005.5,0.04,0.31,0.5,135,4.0,29.4,1,1488.75,1.1,27.0,26.6,0.0,100,Overcast
2024-11-17 08:00:00,83,24.7,34.3,0.0,1008.7,1005.8,0.16,0.64,0.8,63,3.6,29.3,1,3600.0,3.0,164.0,27.9,0.0,100,Overcast
2024-11-17 09:00:00,76,24.5,35.2,0.0,1008.6,1005.8,0.27,0.97,2.3,51,7.6,29.3,1,3600.0,5.25,272.0,29.2,0.0,100,Overcast
2024-11-17 10:00:00,68,23.8,36.5,0.0,1008.5,1005.7,0.39,1.39,3.8,49,10.4,29.4,1,3600.0,7.15,393.0,30.4,0.0,98,Overcast
2024-11-17 11:00:00,65,23.8,37.2,0.0,1008.1,1005.3,0.41,1.58,4.6,45,15.5,29.6,1,3600.0,8.6,421.0,31.2,0.0,70,Partly cloudy
2024-11-17 12:00:00,63,24.1,39.2,0.0,1007.1,1004.3,0.51,1.76,6.7,16,18.7,29.8,1,3600.0,7.35,590.0,32.1,0.0,92,Overcast
2024-11-17 13:00:00,55,23.4,39.3,0.1,1005.7,1002.9,0.51,2.35,10.1,6,23.4,30.1,1,3600.0,7.75,476.0,33.7,0.1,76,Overcast
2024-11-17 14:00:00,64,24.4,37.0,0.9,1005.0,1002.2,0.4,1.72,12.3,357,27.7,30.4,1,3600.0,6.45,380.0,32.1,0.9,100,Thunderstorm: Slight or moderate
2024-11-17 15:00:00,64,23.9,36.2,0.5,1004.9,1002.1,0.32,1.67,9.8,354,27.4,30.7,1,3600.0,3.6,171.0,31.6,0.5,100,Rain showers: Slight
2024-11-17 16:00:00,69,24.2,35.6,0.7,1005.4,1002.6,0.23,1.36,8.0,355,23.0,30.9,1,2202.24,1.9,71.0,30.6,0.7,100,Rain showers: Slight
2024-11-17 17:00:00,74,24.4,34.9,1.2,1006.0,1003.2,0.14,1.07,6.2,353,18.0,31.0,1,0.0,0.85,0.0,29.5,1.2,100,Thunderstorm: Slight or moderate
2024-11-17 18:00:00,76,24.3,34.9,0.6,1006.7,1003.9,0.08,0.96,2.6,16,13.3,31.0,0,0.0,0.15,0.0,29.0,0.6,100,Rain showers: Slight
2024-11-17 19:00:00,78,24.8,35.5,0.5,1007.1,1004.3,0.04,0.88,1.0,225,6.5,31.1,0,0.0,0.0,0.0,29.0,0.5,100,Rain showers: Slight
2024-11-17 20:00:00,83,25.1,34.6,0.8,1008.1,1005.2,0.04,0.65,2.9,187,9.7,31.1,0,0.0,0.0,0.0,28.3,0.8,100,Thunderstorm: Slight or moderate
2024-11-17 21:00:00,86,25.2,34.2,0.4,1008.7,1005.8,0.03,0.52,3.3,174,10.8,31.0,0,0.0,0.0,0.0,27.8,0.4,100,Rain showers: Slight
2024-11-17 22:00:00,87,25.0,33.6,0.2,1008.6,1005.7,0.03,0.47,3.3,167,11.5,30.9,0,0.0,0.0,0.0,27.4,0.2,100,Overcast
2024-11-17 23:00:00,88,24.8,33.2,0.1,1008.3,1005.4,0.02,0.43,3.2,180,11.2,30.8,0,0.0,0.0,0.0,27.0,0.1,100,Overcast
2024-11-18 00:00:00,89,24.7,32.8,0.0,1007.8,1004.9,0.02,0.39,3.3,186,10.4,30.7,0,0.0,0.0,0.0,26.7,0.0,100,Overcast
2024-11-18 01:00:00,91,24.5,32.3,0.0,1008.0,1005.1,0.02,0.3,1.8,191,6.5,30.5,0,0.0,0.0,0.0,26.1,0.0,100,Overcast
2024-11-18 02:00:00,91,24.4,32.1,0.0,1007.3,1004.4,0.01,0.3,1.5,194,3.6,30.4,0,0.0,0.0,0.0,26.0,0.0,93,Overcast
2024-11-18 03:00:00,92,24.4,32.0,0.0,1007.0,1004.1,0.01,0.27,0.8,207,2.9,30.3,0,0.0,0.0,0.0,25.8,0.0,93,Overcast
2024-11-18 04:00:00,92,24.4,32.0,0.0,1007.0,1004.1,0.01,0.26,0.5,135,1.4,30.1,0,0.0,0.0,0.0,25.8,0.0,97,Overcast
2024-11-18 05:00:00,91,24.2,31.9,0.0,1007.6,1004.7,-0.0,0.3,0.8,153,1.4,30.0,0,0.0,0.0,0.0,25.8,0.0,98,Overcast
2024-11-18 06:00:00,92,24.5,32.1,0.0,1008.3,1005.4,0.01,0.27,1.1,198,2.5,29.8,1,0.0,0.05,2.0,25.9,0.0,98,Overcast
2024-11-18 07:00:00,90,24.7,32.7,0.0,1008.6,1005.7,0.05,0.35,1.8,143,3.6,29.7,1,3600.0,0.95,55.0,26.5,0.0,99,Overcast
